MP_Name,MP_Total_Allocation,MP_Total_Sanctioned,MP_Total_Disbursed,MP_Total_Projects,MP_Completed_Projects,MP_Completion_Rate,MP_Budget_Utilization_Percent,MP_Performance_Rank
TANGELLA UDAY SRINIVAS,40209964.0,40209964.0,16907864.0,22,6,27.27272727272727,42.04894090429924,345.0
TANUJ PUNIA,91662436.0,91662436.0,83397272.0,28,13,46.42857142857143,90.98304129730963,210.0
TARIQ ANWAR,81785060.0,81785060.0,74910060.0,84,60,71.42857142857143,91.59381921343581,68.0
THANGA TAMILSELVAN,53773891.0,53773891.0,49328291.0,54,24,44.44444444444444,91.73279091892384,227.0
THARANIVENTHAN M S,121704272.0,121704272.0,111315790.0,227,180,79.29515418502203,91.46415994337487,40.0
TOKHAN SAHU,92355274.0,92355274.0,55225472.0,125,41,32.800000000000004,59.79677132461325,307.0
TRIVENDRA SINGH RAWAT,19374910.0,19374910.0,9309458.0,28,3,10.714285714285714,48.04903867940548,453.0
Thalikkottai Rajuthevar Baalu,104680138.0,104680138.0,71998395.0,99,63,63.63636363636363,68.77942308406205,97.0
Thiru Dayanidhi Maran,26000000.0,26000000.0,25568733.0,4,4,100.0,98.34128076923076,1.0
Thirumaa Valavan Thol,79410007.0,79410007.0,68103825.0,71,45,63.38028169014085,85.76227049067002,101.0
UJJWAL RAMAN SINGH,97921663.0,97921663.0,64290040.0,31,3,9.67741935483871,65.65456307660952,459.0
UMMEDA RAM BENIWAL,93379535.0,93379535.0,65781402.0,164,97,59.14634146341463,70.44520193851898,130.0
UTKARSH VERMA MADHUR,81361922.0,81361922.0,74909150.0,353,347,98.30028328611898,92.06905166276677,3.0
V S Matheswaran,132673425.0,132673425.0,89621073.0,200,138,69.0,67.55013146001167,78.0
V. SOMANNA,40630000.0,40630000.0,32293790.0,24,4,16.666666666666664,79.4826236770859,421.0
VAMSI KRISHNA GADDAM,24359997.0,24359997.0,16373473.0,30,9,30.0,67.2145936635378,327.0
VARUN CHAUDHRY,85713476.0,85713476.0,27537055.0,112,3,2.6785714285714284,32.126867658476485,491.0
VIJAYLAKSHMI DEVI,134850955.0,134850955.0,134748616.0,141,95,67.37588652482269,99.92410954746298,81.0
VINOD KUMAR BIND,90451525.0,90451525.0,75517267.0,543,407,74.95395948434623,83.48921369761317,56.0
VIRENDRA SINGH,99656914.0,99656914.0,85178772.0,29,11,37.93103448275862,85.47201451572141,278.0
VISHAL,83655332.0,83655332.0,20615077.0,79,11,13.924050632911392,24.642872734041628,438.0
VISHWESHWAR HEGDE KAGERI,37400000.0,37400000.0,32825000.0,54,30,55.55555555555556,87.76737967914438,153.0
VIVEK THAKUR,34038809.0,34038809.0,3164487.0,34,1,2.941176470588235,9.296703066197175,490.0
Vaithilingam Ve,43085542.0,43085542.0,32328068.0,23,12,52.17391304347826,75.03228809330054,180.0
Vellalath Kochukrishnan Nair Sreekandan,75917747.0,75917747.0,50584788.0,168,98,58.333333333333336,66.63104478060973,135.0
Vijay Baghel,95381956.0,95381956.0,57650594.0,179,70,39.10614525139665,60.44182402801637,270.0
Vijay Kumar Dubey,90222957.0,90222957.0,80256423.0,182,132,72.52747252747253,88.95343897895079,63.0
Vijay Kumar Hansdak,65487000.0,65487000.0,28886697.0,355,0,0.0,44.11058225296623,500.0
Vinod Chavda,90191050.0,90191050.0,51051603.0,224,98,43.75,56.60384594702024,237.0
Virendra Kumar,89324219.0,89324219.0,45972847.0,208,12,5.769230769230769,51.46739318258131,478.0
Vishnu Dayal Ram,107910621.0,107910621.0,83852477.0,252,117,46.42857142857143,77.70549017598555,210.0
Vishnu Dutt Sharma,26642762.0,26642762.0,10849947.0,33,3,9.090909090909092,40.72380708876955,463.0
Y S Avinash Reddy,86477758.0,86477758.0,40037027.0,207,57,27.536231884057973,46.29748495561136,342.0
YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,73500000.0,73500000.0,61971570.0,121,34,28.09917355371901,84.3150612244898,339.0
Yogendra Chandoliya,41696512.0,41696512.0,10961614.0,55,11,20.0,26.28904307391467,396.0
ZIA UR REHMAN,89215600.0,89215600.0,53111753.0,317,0,0.0,59.531912580311065,500.0
 ,0.0,0.0,39241299640.14,1,0,0.0,0.0,500.0
